2025-08-30 (13:02:04) -->  PaksDatabase initialized
2025-08-30 (13:02:07) -->  PaksDatabase initialized
2025-08-30 (13:02:08) -->  PaksDatabase initialized
2025-08-30 (13:02:26) -->  PaksDatabase Db Connected
2025-08-30 (13:02:26) -->  PaksDatabase SELECT * FROM people where tc_no=11726865040 and deleted_at is null executed
2025-08-30 (13:02:26) -->  PaksDatabase SELECT * FROM people where tc_no=11726865040 and deleted_at is null executed
2025-08-30 (13:02:26) -->  PaksDatabase Db Connection Closed..
2025-08-30 (13:02:26) -->  PaksDatabase Db Connected
2025-08-30 (13:02:26) -->  PaksDatabase SELECT * FROM finger_prints where person_id= 3 and info is not null executed
2025-08-30 (13:02:26) -->  PaksDatabase SELECT * FROM finger_prints where person_id= 3 and info is not null executed
2025-08-30 (13:02:26) -->  PaksDatabase Db Connection Closed..
2025-08-30 (13:02:32) -->  PaksDatabase Db Connected
2025-08-30 (13:02:32) -->  PaksDatabase SELECT person_id FROM black_lists WHERE person_id='3' and deleted_at is null executed
2025-08-30 (13:02:32) -->  PaksDatabase SELECT person_id FROM black_lists WHERE person_id='3' and deleted_at is null executed
2025-08-30 (13:02:32) -->  PaksDatabase Db Connection Closed..
2025-08-30 (13:02:32) -->  PaksDatabase Db Connected
2025-08-30 (13:02:32) -->  PaksDatabase SELECT * FROM crimes where person_id=3 and status=1 and deleted_at is null executed
2025-08-30 (13:02:32) -->  PaksDatabase SELECT * FROM crimes where person_id=3 and status=1 and deleted_at is null executed
2025-08-30 (13:02:32) -->  PaksDatabase Db Connection Closed..
2025-08-30 (13:02:32) -->  PaksDatabase Db Connected
2025-08-30 (13:02:32) -->  PaksDatabase SELECT id FROM crime_check_times where print_status is NULL and crime_id =14 and start_time<=NOW() and end_time>=NOW() and deleted_at is NULL executed
2025-08-30 (13:02:32) -->  PaksDatabase SELECT id FROM crime_check_times where print_status is NULL and crime_id =14 and start_time<=NOW() and end_time>=NOW() and deleted_at is NULL executed
2025-08-30 (13:02:32) -->  PaksDatabase Db Connection Closed..
2025-08-30 (13:02:32) -->  Exception: OpenCV(4.11.0) D:\a\opencv-python\opencv-python\opencv\modules\imgproc\src\color.cpp:199: error: (-215:Assertion failed) !_src.empty() in function 'cv::cvtColor'

2025-08-30 (13:02:32) -->  PaksDatabase Db Connected
2025-08-30 (13:02:32) -->  PaksDatabase UPDATE crime_check_times SET print_status = '1', image_path ='/Photos/11726865040/2025/8/30/20250830130232.jpg', print_time = NOW() where crime_id = '14' and print_status is NULL  and start_time<=NOW() and end_time>=NOW() and id=117 executed
2025-08-30 (13:02:32) -->  PaksDatabase UPDATE crime_check_times SET print_status = '1', image_path ='/Photos/11726865040/2025/8/30/20250830130232.jpg', print_time = NOW() where crime_id = '14' and print_status is NULL  and start_time<=NOW() and end_time>=NOW() and id=117 executed
2025-08-30 (13:02:32) -->  PaksDatabase Db Connection Closed..
2025-08-30 (13:02:39) -->  PaksDatabase Db Connected
2025-08-30 (13:02:39) -->  PaksDatabase SELECT person_id FROM black_lists WHERE person_id='3' and deleted_at is null executed
2025-08-30 (13:02:39) -->  PaksDatabase SELECT person_id FROM black_lists WHERE person_id='3' and deleted_at is null executed
2025-08-30 (13:02:39) -->  PaksDatabase Db Connection Closed..
2025-08-30 (13:02:39) -->  PaksDatabase Db Connected
2025-08-30 (13:02:39) -->  PaksDatabase SELECT * FROM crimes where person_id=3 and status=1 and deleted_at is null executed
2025-08-30 (13:02:39) -->  PaksDatabase SELECT * FROM crimes where person_id=3 and status=1 and deleted_at is null executed
2025-08-30 (13:02:39) -->  PaksDatabase Db Connection Closed..
2025-08-30 (13:02:39) -->  PaksDatabase Db Connected
2025-08-30 (13:02:39) -->  PaksDatabase SELECT id FROM crime_check_times where print_status is NULL and crime_id =14 and start_time<=NOW() and end_time>=NOW() and deleted_at is NULL executed
2025-08-30 (13:02:39) -->  PaksDatabase SELECT id FROM crime_check_times where print_status is NULL and crime_id =14 and start_time<=NOW() and end_time>=NOW() and deleted_at is NULL executed
2025-08-30 (13:02:39) -->  PaksDatabase Db Connection Closed..
2025-08-30 (13:02:39) -->  PaksDatabase Db Connected
2025-08-30 (13:02:39) -->  PaksDatabase SELECT id FROM crime_check_times where print_status is NULL and crime_id =15 and start_time<=NOW() and end_time>=NOW() and deleted_at is NULL executed
2025-08-30 (13:02:39) -->  PaksDatabase SELECT id FROM crime_check_times where print_status is NULL and crime_id =15 and start_time<=NOW() and end_time>=NOW() and deleted_at is NULL executed
